user,text,date,state,takeFlushot,negativeFlushot
24560143,@hbapothecary the flu shot really screwed with me too.,20141207,Missouri,0,1
317395060,I absolutely do not believe in the flu shot.,20141013,Tennessee,0,1
415180273,I have to get a flu shot this year? T_T,20141021,washington,0,1
505070325,Flu shot...:/,20141220,north carolina,0,1
925538065,flu shots are the enemy,20141212,,0,1
61175808,Tip: Never skip a flu shot in college. I think I'm dying.,20141116,California,1,1
21115297,I'll never be not getting a flu shot again. Someone help me 😢😷,20140107,Maryland,1,1
102747277,Ummmm my whole arm hurts from my flu shot,20141003,North Carolina,0,1
172052000,“@TheFireTracker2: Roh Roh....RT @Reuters_Health BREAKING: Current flu shots may not be correct match for virus this season: CDC”@NCDMPH,20141204,washington,0,1
474373506,CDC says flu shots may not be good match for 2014-15 virus http://t.co/imtACjynLo via @YahooNews,20141204,Florida,0,1
22211967,Flu shot got my arm numb,20141013,Louisiana,0,1
18216165,Flu shots make me sad. I feel gross for about 3 days. #flushot #ew,20141011,,0,1
172644573,"For the 11th year, the flu shot didn't work for me. Fml #always #sick",20140212,Illinois,0,1
142782477,Flu shots are a lie,20140103,Pennsylvania,0,1
637165417,"When a flu shot doesn't stop the flu: MORTON, Ill. -- You got a flu shot but still came down with a case of the... http://t.co/vtAWtvOcfz",20140124,Illinois,0,1
71078397,"#nonprofit As Flu Season Becomes Widespread, Adults 18-64 Years Old Least Likely to Get Flu Shots http://t.co/b9pl501zib",20140114,,0,1
14843424,Why do flu shots hurt like a bitch?!,20141021,New Jersey,0,1
99626709,"@Joeyy_T3 I'm gonna be an awful nurse one day lol but you could get the shot and still get flu, so it's pointless in my opinion",20141231,Illinois,0,1
348196706,@MattyNitro i get sick every time i get the flu shot so i stopped getting it.,20141008,Massachusetts,0,1
6114272,I seriously cringe when I hear people interested in flu shots. Ughhh 😕😒😣💉,20141029,California,0,1
794340,Flu Shot Causes Polio-like Guillain-Barré Syndrome: Are Rates Higher Than the Government Admits?http://t.co/hfOHvlasB1 via @HealthyNews2day,20140401,Florida,0,1
158114250,"I once hid from my dad for TWO HOURS to avoid getting a flu shot. But yeah I'll just get blood drawn, no problem.",20140221,Kansas,0,1
35725810,@KellyandMichael I agree with Michael. no flu shots for me,20141024,Illinois,0,1
58937794,Here’s Why You May Not Want to Celebrate “Flu Season” with a Flu Shot - http://t.co/f38tZoP7ZZ,20141105,South Carolina,0,1
134574036,I got a flu shot my arm still sore,20140921,Missouri,0,1
56284999,Just got my flu shot 😩 it huuurts!!,20141030,Illinois,0,1
994274766,That flu shot I got a few weeks ago went to shit. Im sicker than a dog.,20140110,West Virginia,0,1
112524101,Also can't more either arm after getting a flu shot in one and 6 vials of blood taken from the other,20140107,north carolina,0,1
44970920,Amputating my left arm seems like a walk in the park after the ridiculous amount of pain the flu &amp;  pneumonia shot has brought. #ouchcharlie,20140116,Minnesota,0,1
87973289,"@MrCrider I've never had a flu shot, hippie parents. Still never had the flu lol",20140103,tennessee,0,1
104955681,"@jam_aq what does ebola have to do with the flu? also, i don't get flu shots... i also haven't had the flu in many, many years. thank God.",20141001,Illinois,0,1
2222849665,These folks gave me a flu shot &amp;  my arm still hurt 😁,20140918,,0,1
312810276,"@WaltRichmond never had a flu shot. Never had the flu, either.",20141022,California,0,1
223593758,"So I got a flu shot on one arm, and a cancer shot thing on my other arm. So now I can't move any of my arms and I can't sleep on my sides ow",20141012,,0,1
14141802,I don't believe in the flu shot. I believe in juicing.,20140922,California,0,1
15052930,RT @ToriAlexis2615: Like tell me how in the hell I'm gonna get a flu shot and still get the flu.,20141228,Louisiana,0,1
423902360,“@JohnnyBalok: I hate flu shots more than getting the actual flu” same,20140112,,0,1
281173180,swear to god that flu shot did something to my arm,20141114,new jersey,0,1
538418479,I won't be getting that flu shot so yea #nyquilforme,20140204,California,0,1
15098000,Shouldn't have never got this flu shot.. It's hurting.,20140110,Tennessee,0,1
7482442,"@XNicoleAnistonX I never take a flu shot. I'm always wary of ""I'm giving it to you so you won't get it worse later.""",20141006,Florida,0,1
46949750,Never will I ever get a flu shot again. Painful AF for no reason AND I STILL GOT THE FLU!!!!,20140220,Ohio,0,1
14327715,The flu shot is no joke like I feel pain rn,20141014,,0,1
242462581,"RT @TribulationNow: Agenda 21 : A 9 Year Old Girl is paralyzed 3 days after getting the Flu Shot (Nov 02, 2014)... http://t.co/Z87Pqu23hT",20141103,Wisconsin,0,1
255255219,"@GreensmithLawn Never had a flu shot, never will.",20141215,Florida,0,1
17144183,Got a flu shot today and seriously wondering why my arm hurts so badly,20141012,,0,1
562315496,"They are once again hard-core marketing flu shots...it's clockwork. Now, the swine flu is the ""big scare"". I am anti-vaccine &amp; PRO-COLOSTRUM",20140106,Georgia,0,1
2375973330,I haven't had any type of flu shot or vaccine in years. I don't trust em.,20140725,Michigan,0,1
55944824,My flu shot hella hurts 😭😭,20141118,California,0,1
426177776,Flu shot paralyzes healthy Florida girl http://t.co/MGPKcDqdoq,20141112,louisiana,0,1
14089871,Lehigh County woman paralyzed after flu shot wins $11.6 million for treatment http://t.co/MZlIxVhmXT http://t.co/hFsVaGofOy,20140612,Nevada,0,1
209665814,@ksdknews What?!?!? Do you have any idea what is in a Flu shot? I would much rather get the Flu then put all of that poison in my blood.,20140107,Missouri,0,1
27721651,I've never had a flu shot.... I've never had the flu.... Fuck flu shots!,20140110,Missouri,0,1
19617087,Flu shots are the worst 😥,20141113,New York,0,1
28333369,"My dad keeps texting me and asking if I got a flu shot..

Lol nope",20141103,Arizona,0,1
993190328,Flu shot Friday -ouch,20141010,ohio,0,1
561488439,I'm surprised I still haven't had the flu shot yet all these deaths from it.,20140117,california,0,1
291788425,The only person who got a flu shot got the flu 😒,20141201,texas,0,1
18269124,Glad my Flu shot was free this year. Cause that mf ain't save me from shit. http://t.co/xbePbw8DU8,20141227,Indiana,0,1
242528191,"You won't get a flu shot so your daughter won't get sick, bc you're scared of needles? #patheticfuck #staythefuckaway",20141015,iowa,1,1
402162210,Flu shot got my arm hurtin,20141020,New York,0,1
21369229,It disappoints me how much flu shots make your arm hurt temporarily,20141018,Michigan,0,1
385769402,"1. I got my flu shot why do I feel so sick?! It's not fair!!! 2. The clothes brand ""a.n.a."" Is the worst clothing title ever.....",20141007,california,0,1
46052725,I feel like my whole arm is bruised. I hate flu shots,20141017,Kansas,0,1
373773229,I hate getting the flu shot,20140924,Colorado,0,1
79902364,Got my flu shot but here I am sick anyway...this was not the plan 😑,20140117,Maryland,0,1
963030919,The Flu Shot Isn’t a Good Match This Year. Is It Ever? http://t.co/f45B5UOOTV,20141216,California,0,1
195322883,"Andrea refuses to get a flu shot because she wants to ""fight her own battles"" 😂",20140930,Illinois,0,1
26053592,Do people really believe Flu Shots really work?,20141108,Ohio,0,1
7753992,http://t.co/jumkisIiD8 Flu shot KILLS PEOPLE,20140112,Texas,0,1
405964012,My arm is sore from this flu shot😔,20140212,california,0,1
594981819,Or most of the others @Fit2Flex: Yikes! That flu shot you got? CDC says it doesn’t work for this year’s flu. Updates http://t.co/wjk3zkPZuk”,20141204,Florida,0,1
919169508,Flu shots have been proven to be less effective and more dangerous than cdc claims according to john hopkins scientists,20141107,New York,0,1
618709956,I don't remember the flu shot hurting this bad wow😵,20141015,New York,0,1
204138549,"""I don't trust the flu shot. It's all illuminati."" - James",20141122,New Jersey,0,1
228954168,So glad I got that flu shot.. now I have the flu.,20141019,Wisconsin,0,1
63187186,"@munazzasaeed On the other hand, if @ImadKhan_1 got a flu shot he'd immediately be infected with Ebola.",20141014,Texas,0,1
26679523,I just want to die 😩😷 now I have to get a flu shot too? When will the agony end 😭,20141030,pennsylvania,0,1
45916336,"10 REASONS WHY FLU SHOTS ARE MORE DANGEROUS THAN A FLU
The verdict is out on flu shots. Many medical experts now... http://t.co/IpKErfyfCU",20141004,,,1
20458496,U know a vaccine is bad 4 u when the developers refuse to get it themselves. Don't get the stupid flu shot.,20140118,Missouri,0,1
30363448,CDC begging Americans to get their flu shots? Nope. I'll take my chances without it.,20140222,California,0,1
451771879,Got the flu shot today- my arm and neck are killing me and I feel awful😷💉,20141014,Massachusetts,0,1
68057633,@ClaireAnne12 lol I never get the flu shot. The 2 times I got it I ended up with the flu. So I don't get it,20141002,nebraska,0,1
111123468,My arm still hurts. Stupid flu shot. Why do I keep getting them??,20141015,Indiana,0,1
365488882,"They insist I go get my flu shot, no. I refuse. Me no like shots.",20140107,Mississippi,0,1
998293986,Man I'm glad my flu symptoms are gone. Bruh and I didn't get no shot I don't want that shit,20140129,Mississippi,0,1
222163942,I feel so sick from the flu shot😥,20140213,new york,0,1
2273548158,I ain't trying to get this flu shot! I ain't trying to turn into a zombie!,20140104,Tennessee,0,1
41296892,😒😒😒 RT @chicagotribune Nearly half of Americans think the flu shot can make you sick http://t.co/4v24fiHtqY http://t.co/i1TJgqBJTg,20141209,Illinois,0,1
16976555,"Stomach is a mess, arm hurts from flu shot, forgot my water and my #bikinibodyguide. But #noexcuses. Did a 35min #LISS workout instead",20141007,Illinois,0,1
350184130,Only I would have an allergic reaction to a flu shot and become deathly fuckin ill. Smh,20141120,New York,0,1
532624814,Got the flu shot and I still got the flu. Body aches are just the worst. #chills #aches #coughing,20140220,Illinois,0,1
159365462,VERY IMPORTANT! The concentration of mercury found in this GSK flu shot was 100 times higher than the highest... http://t.co/bSpyb0hlyz,20141227,California,0,1
313965687,Is it too late to get a flu shot?,20140119,Indiana,1,0
175235937,Getting my flu shot💉,20141013,,1,0
269120067,I really am hoping I survive this flu shot and tb test tomorrow,20141121,Virginia,0,0
159535271,Flu Shot cupcake. http://t.co/dwxUZfBoUW,20141107,Kentucky,0,0
2306978820,Going to get my flu shot... pray for me :),20141118,Illinois,0,0
196717404,RT @FATHER_MUSSER: a flu shot of course.,20140406,Colorado,0,0
2732751,"RT @BoySpartan: Get your flu shot @ Olin &amp; it's  neighborhood clinics-no doctor appointment needed
""@LSJNews: H1N1 cases on the rise http:/…",20140125,Michigan,0,0
240083177,@nipsryummy better be flu shots nigga or catch this fade;  send me tea and movie suggestions please,20141128,Illinois,0,0
104323232,Aaaaaand I should have gotten the flu shot when mama told me to. she knows everything ----&gt,20141018,Connecticut,1,0
250693631,Protect from the Seasonal Flu and Give Back with Walgreens Give A Shot Program http://t.co/ycw8bfQMey via @lomargie,20140904,Virginia,1,0
335065470,Uber delivers flu shots: how on-demand tech can actually do good http://t.co/uNX3PRFE7c,20141101,New York,1,0
84433421,"@Cafetightlines @SweetnSvry I remember reading that!  Maybe I am actually fighting off a bug. Swell. Work flu shot, work!!!!",20140220,california,1,0
20295867,youre either there for a flu shot or just for the attention nigga chill,20141125,New York,0,0
51175536,"RT @CarlyRM: @Uber_DC why bother having special services if they are never available? No flu shot, no essentials",20141207,Illinois,0,0
284180909,Boo hiss for the flu - especially when I had the flu shot ugh!,20141216,Kentucky,0,0
213851290,Good time to remind everyone to get a flu shot.  Best way not to feel achy/ feverish.,20141024,New York,1,0
24812653,Got my flu shot! #vaccineswork,20141015,,1,0
2344483472,Just got the young flu shot people be outchea coughing sounding like dogs I could not go,20140105,Illinois,1,0
2195454427,"You are young, not invincible. Get your flu shot. #psa",20141214,Georgia,1,0
332094403,I got my flu shot today. Give me two weeks and I'll be virtually invincible! Unless you have Ebola. Then we're all screwed.,20141023,Tennessee,1,0
95017864,I'm Getting My Annual Flu Shot.  Have I Ever Expressed How Much I Hate Shots? #Healthcare #FluShot #NYC... https://t.co/lOSqEQQAPP,20141007,new york,1,0
758788807,"Flu shot success (thanks @getpager &amp; @Uber!), and just happened to be wearing the perfect @FreePeople shirt for it. http://t.co/xnqH7thKva",20141023,New York,1,0
354017586,Flu survivor Lesley Bunning  said thanks to KP for saving her life last winter. Her lesson? Get a flu shot. http://t.co/wMyV367oWc,20140930,California,1,0
462640892,Jackson is freaking out crying because Harrison told him they'd have to give him a flu shot in his butt hole,20140108,texas,0,0
366636865,Free flu shot clinic planned in Quay County http://t.co/f2NeA8PCqT,20141007,New Mexico,1,0
14775626,"Madison's crying because we're leaving so Chris goes, ""do you know where we're going? We're all going to get flu shots!""",20140730,Iowa,0,0
15864446,"“@EbonyMHuffman: ""@Rivers_Flow: Who has an Instagram I'm not following?"" *clears throat*”--- you took your flu shot this year right?",20140315,maryland,1,0
35584931,We've given 80 flu shots today.  What are you waiting for?  Want us to come to your office?  Just give us a call. http://t.co/juTtMnIGhv,20140917,Ohio,1,0
88602398,Yep I'll have the flu in a few days #hadrogettheshot #notthetypeofshoyiwanted,20140929,,0,0
211887393,RT @myfoxphoenix: Swine #flu cases on the rise;  AZ health officials recommend getting flu shot now http://t.co/D2PXhwE7rO #FOX10 #H1N1 http…,20140103,Arizona,1,0
508953187,RT @AllisonnGrover: The one downfall about my mom being a nurse is when she says she's coming home with a surprise it's the flu shot...😩,20140926,Ohio,0,0
18284248,@Sunflower1Tina @loves2nurse TY! We got our shots. So far so good. There have been some people here get the flu when they had there shot.,20140109,texas,1,0
14611587,I could be wrong but-1.people get flu shot that causes just a small bout of flu 2. a flu epidemic starts 3.people get better 4.repeat cycle?,20141007,,0,0
26227331,My dr's appt is at the same time that the school district gets their flu shots,20141009,California,0,0
36508315,Nurse who refused flu shot wins lawsuit against Hackettstown Regional Medical Center  http://t.co/V6NtbyFGce via @lehighvalley,20140609,Pennsylvania,0,0
147344047,Free Flu Shots for Entertainment Industry Members #tag839  http://t.co/BYFn3S7MQm,20141114,California,1,0
25357270,"@tori_anne9 good, I get heartburn a lot from all the spicy crap I eat lol.  I've been sick the last few days from the damn flu shot, it suck",20140927,Minnesota,0,0
165880894,@iBrittShelton @Misha_Chantal wait are you glad you didn't get the flu shot? Sorry to but in,20140124,North Carolina,0,0
297594484,#ad H1N1 flu is especially harsh for pregnant women. The flu shot safely protects these women from flu #getafluvax! http://t.co/QTLy1F1znV,20140213,Michigan,1,0
211200869,"RT @LCHC1: Flu shots given at #Lanai Senior Center next Wednesday 9/24 at 10a. Call us, we make home visits 808-565-6919 x 121. http://t.co…",20140918,Hawaii,1,0
20906797,"""@AirJosie: Just got a flu shot but I feel like they gave me ebola"" http://t.co/nza7tcS2JS",20141006,Florida,0,0
543812075,"Well, got an impromptu flu shot. Guess it paid off to be chatting with the nurse after school lol",20141024,Indiana,1,0
14750451,Making small talk with the person giving you a flu shot &gt,20141128,Wisconsin,0,0
20264383,"RT @msdh: The number one viral killer in Mississippi and the U.S. isn't Ebola, or enterovirus, or West Nile. It's flu. #flushot http://t.co…",20140924,Mississippi,1,0
349969861,@junior_miller @gordonkeith @GeorgeDunham - I got my flu shot and voted. #feelingsquaredaway,20141104,Texas,1,0
245605868,Bandaid on each arm! Flu shot! And TDap for Baby Woodward! #imabiggirl #ihateshots http://t.co/aFJyNhF8od Banda... http://t.co/QTNMetL23B,20141001,Texas,0,0
351346221,RT @DU_HCC: @UofDenver @DUGradStudies students have you gotten your flu shot? Stop by the Driscoll Bridge TODAY&amp;  get it for FREE! http://t.…,20141008,Colorado,1,0
85354379,“@WTVM: Number of flu deaths in Georgia doubles in one week http://t.co/j4Fk4sew9O” and this is why everyone should get a flu shot.,20140111,Georgia,1,0
40782375,My kind of flu shots 😉 #flu #flushot #liquor #rum #vodka #titos #absolut #gin #captainmorgan #bacardi… http://t.co/owfaJs3Qkw,20141024,Louisiana,0,0
14589088,Ugh. Just getting over my crap and now the mother and the middle brother have it. Next year we're all getting flu shots.,20140108,South Dakota,1,0
