review_id,user_id,business_id,stars,date,text,useful,funny,cool
DW0B2tlav4Z7T1DTzAL7kQ,SM20gx7YH0GtI5JOXhfXdg,jQsNFOzDpxPmOurSWCg1vQ,5,7/13/15,"The food is great and customer service is the best! The Dan Dan noodles are dynamite but they come standard pretty spicy...  I placed a pick up order by phone and asked for them to be mild, but they ended up being  spicy!  When I got home and tried to eat them they were too spicy.  I called in and spoke to the manager and he took care of it completely and replaced the order for me at no charge!",1,0,0
TGG8n3Cb3klpPdamJ88owA,rHP3q9Ok1qu9_tJmIy4i9w,jQsNFOzDpxPmOurSWCg1vQ,5,11/1/15,I love Pei Wei. The food is delicious. The atmosphere is chill. The restaurant was clean and staff friendly.,0,0,0
hQCBUqXmVB2QuQ2MVv3Apg,bwElUOvj3cIjMp2qp4vjeQ,jQsNFOzDpxPmOurSWCg1vQ,5,1/10/10,"Came here with my friend today cause we were starving and decide to go whichever next place we saw. And we were very surprised at how pretty the inside of the restaurant looked. The decor was amazing. I ordered the Japanese teryaki bowl vegetarian style and it was amazing. I loved the tofu and the brown rice and the veggies. My friend ordered the lo mein and she loved it. We didn't finish due to the fact that the portions are huge. (we didn't know it was a like share the bowl type of place, and when we figured it out we didn't do it because hers had meat). But overall this place was amazing. The employees are very very nice! And this place is vivid and just amazing. WAY better than panda express. I will definately come here again, and recomend it to everyone!!!",0,0,0
P8h9lk3qwwzaYgM4ueCeqA,C38sl6tI_DVrpL5sg4Kmfw,jQsNFOzDpxPmOurSWCg1vQ,5,7/4/10,Very consistent food. Definitely a second best to P.F. Chang's.,1,0,0
0sRld5Hk0O6JUGKpPlWgPQ,gRhtEXoxVpaccgvr3OkC0A,jQsNFOzDpxPmOurSWCg1vQ,5,5/31/16,I love their food. I have gone there multiple times and still think it's great. I especially love their soda machine.  The Mongolian Beef dish is my absolute favorite.,0,0,0
pta_2pIbHJhx_XM1-rIHzw,d6om2E23bPoZFWzLss-rrA,jQsNFOzDpxPmOurSWCg1vQ,5,10/4/10,All around great flavor and portions. Perfect for take-out always consistent the fam eats here about three times a month never had a bad meal.,0,0,0
1GVnTlLTCeR6Ew8z2D1EFw,Ov-0pRQxz5fTTElFE-WtTQ,jQsNFOzDpxPmOurSWCg1vQ,5,7/8/12,"What can I say, I'm a sucker for Pei Wei.  When we lived in California, I heard the place was shut down.  Glad to move back and see it open.    Take out rocks, call ahead.  They remember your phone number and name, so when you call they already know you.  They also save your last order to ask if you want the same, or to add anything to it... Nice touch.  I think I eat there too much!   The only thing I don't like, and I think I'm the only one who doesn't like it, is the soda machine.  Only because I always get a soda after someone has pumped out some nasty combination of orange soda and root beer, then I can taste it in my coke.  Wish they had some filter system.  Otherwise, I could eat here daily.  Find me here at least once a week! :)",2,1,1
hUnVNj83RehIogPzxKkR9w,iSWxqsVgkzn_I3t5pAw66w,jQsNFOzDpxPmOurSWCg1vQ,5,4/7/17,I love the food and the containers it comes in. We eat there sometimes and also carry out. My favorite is ginger beef broccoli! Thank you for the emails especially. I really appreciate it,0,0,0
wmoivnocytzFnsJaB-5RIA,DAIpUGIsY71noX0wNuc27w,jQsNFOzDpxPmOurSWCg1vQ,5,3/17/16,"Pei Wei has become a favorite ""take out"" spot for both myself and my girl friend.  We drive a little further than the local Taco Bell - KFC combination fast food stop, but to eat healthier it is certainly worth our time.   Yesterday, after our Silver Crafting Class, we drove the 2.4 miles and not only enjoyed a relaxing healthy lunch, but then purchased ""take home"" orders so we would have our evening meal in the refrigerator waiting.  (I brought my husband home an order of his favorite Kung Po Chicken with brown rice.)    If you haven't give Pei Wei a try, stop in some time. I believe you'll enjoy it -- that is, IF, you enjoy Asian dishes.",0,0,0
En6K7NF2Sqxjc3NKLjx0cw,e3S63222bmnlIYLi2DCeQg,jQsNFOzDpxPmOurSWCg1vQ,5,4/23/17,"Hot,vegan,carbo load  You name it and they have it Pricing is reasonable  and quality excellent  No disappointments here Five stars for the food  We try to stop by monthly",0,0,0
uiSS0Hd9L4krCvwX0jMugg,GjxM-LmQcta13_DiUniVgg,jQsNFOzDpxPmOurSWCg1vQ,5,3/2/16,"I eat regularly (3-5 times a month) at Pei Wei, usually in Scottsdale or North Phoenix. My wife's doctor is across the street from this Pei Wei, so we have been stopping in when we go to her baby check ups. It is, without a doubt, the best Pei Wei I have eaten at. It is consistent, they don't get frustrated if you customize your order, and the cooks on always on point.   Wish this location was closer!",0,0,0
z30Tv_MrQzEow6WjLFmtXQ,C_DEhSnhqFbtJcPb39FALA,jQsNFOzDpxPmOurSWCg1vQ,5,6/12/17,"This Pei Wei location has such kind, welcoming staff. They are so accommodating and hospitable. 5 stars, hands down.",0,0,0
ylXGqKJWJkwCwO-mhKh12A,IFBx9nPxyomWzj_2prR6bg,jQsNFOzDpxPmOurSWCg1vQ,5,3/15/15,"Absolutely wonderful. This place is clean, the staff is wonderful and go out of their way to help you. They stay a step ahead of you and get what what you need.   The food is perfect! I have eaten here many many times and it has always been fresh, hot, and delicious! I highly recommend this place, 100%!",0,0,0
M6qZU16SjXoyoLrmNENhQg,kq0emTsKE2DcDOWbe1NYRg,jQsNFOzDpxPmOurSWCg1vQ,5,3/6/17,We are from the Midwest and are visiting Phoenix on a vacation. We stopped in this place for some quick Asian food. What a great surprise! I had the Mongolian chicken and it was great. Very similar to PF Chang. You order at the counter and they bring the food. I wish we had one of these where I live.,0,0,0
IBCTqmvwvd5ZqQhuvFDNXg,NtkMuGqcis30GjAkq91etA,dwQEZBFen2GdihLLfWeexA,5,3/15/14,"Terrific service. The place was packed, but we were seated right away. Chips and salsa on the table as we were seated. Great food, big portions, fast service.",0,0,0
rQOasxLFCDNWLNW27VHnyA,UwfgmOOul1fc79IcI5h2MQ,dwQEZBFen2GdihLLfWeexA,5,2/25/12,Been dining here since it first opened. Wife is from tx so this is her taste of home. When tx folks come to visit they ask to go to Don's.  It's very good tex-mex.,0,0,0
eGtRHSII_uNGVELSxjYNSA,kqsBiDRm1u34Q0RqN62QIA,dwQEZBFen2GdihLLfWeexA,5,3/15/14,"If you have a hankering for Mexican, head on over to don tequilas. Fast service and delicious food with generous portions. We ordered the Guadalajara special tamale and the pollo adobe and they were both delicious.",0,0,0
Dq7iR4uVsVWPfqKqaLtmtw,iIZhrDYOmcyGdiWSWAldmw,dwQEZBFen2GdihLLfWeexA,5,4/24/13,"I eat here all the time and most of the staff are from Guadalajara.... Food is definately ""americanized"" and by that i mean tamed down in heat and changed a little for what americans expect.... But when i order my racos de carne asada with lime and cilantro and onions.... All i get are big smiles and HOT sauce.... So if your in the mood for authentic hotmexican food.... Just let the waiter know.. Hell guide you to a great choice!",0,0,0
CwiGJRzxJ0wOfgmA4yCdig,b7zWPM3MDi074PbSw9GSIA,dwQEZBFen2GdihLLfWeexA,5,11/23/13,What a surprise!  The most amazing Mexican food I have ever tasted and I am a foodie. My husband and I ordered the table side guac.  Delicious!   Texas margaritas. Delicious!  Seafood burritos with fresh cilantro!  I will be salivating for them soon!  All of the food was so fresh!  You must try this place. We will try the Green Road location next as it is closer to our home.,0,0,0
UR_LseKj5wZjLo-tCwwMIg,ciFYbNSdhRpHW0LofmmeEQ,dwQEZBFen2GdihLLfWeexA,5,3/21/14,"We came here for the first time to celebrate my birthday.  We ate a ton of fresh chips in advance of the meal, the salsa was pretty mild.  I had the Chori pollo, which is a burrito with chorizo and chicken with rice.  Man, it was amazing. Hot and spicy with peppers, I took some of the huge portion home and ate it the next day.    The service was seriously, amazingly fast for a group of 4, and they kept our drinks regularly filled.",1,0,0
5DOAfsOxp0zfhMjR2PdFgw,mPfLvSeRYqdQxJQk5ANVUg,dwQEZBFen2GdihLLfWeexA,5,3/20/13,"Yum!!! I love this place! Come almost every Friday. Try the Chicken Chili Verde, my first favorite dish. My new favorite, Burrito Chipotle!!!! So delicious! Don't forget the margaritas!! :)",0,0,0
SsVEwBJDgATGEtZSRhNCGw,8e2Khf95bZgBlkeMqh59fA,dwQEZBFen2GdihLLfWeexA,5,3/13/17,"We've eaten here 2-3 times a month for the last few years. It's my absolute favorite Mexican restaurant in the area. I've never had a meal I didn't like! The menu is so huge and full of options, even your pickiest eaters should be able to find something they can enjoy.  I love how quickly the meals come out, which is especially nice when you're on your lunch hour. The portions are always great, and the staff treats us like family each time we stop in!",0,0,0
oDOyMnSs70q3jSeCKkETwQ,yycHN--LCuCjYt6G-SBu8A,dwQEZBFen2GdihLLfWeexA,5,7/14/16,"Amazing Mexican place!! Very tasty and reasonably priced. We ordered Molacajete, seafood chimi and carne asada burrito. The best!! Molacajete is a must try! This is something new I have never tried before. Service is quick! Cute authentic decor.",0,0,0
1JgdQwRj4IrGaNfQIoxF1Q,KQ-gI-xsZzq5xeHYev6eYg,dwQEZBFen2GdihLLfWeexA,5,7/26/11,"If you blink. You will miss this little eatery, squished into the corner of a small strip mall in Mentor, Ohio.  I went with a friend of mine from the area, who was treated like a rock star when he arrived (well, he IS a rock star), and that's indicative of the casual and familial vibe at this restaurant.  I didn't take notes - too busy enjoying the company - but I'm pretty sure I got a burrito and it was delicious.  Margaritas were excellent (this much I do remember) and service was quick and pleasant.  Now that I know that this place exists, it gives me even more reason to travel to the northern tip of Ohio for good company and eats!",0,0,2
8sK2ci8cUOzRxKP1hpkPNQ,is6jBVBI3fbjFOCD9cJwvA,dwQEZBFen2GdihLLfWeexA,5,8/14/14,"Good food, great prices, large portions, fast, friendly service. What more can you ask for. We highly recommend you try it!",0,0,0
5oLdxF5fJfwrCZ20XDFDXg,4pVwuNpFwn8nWrSkT0urvA,dwQEZBFen2GdihLLfWeexA,5,1/1/16,"Authentic. Delicious chips and salsa follow you to the table on arrival - food arrives on plates too hot to touch. We lived in the South West for 9 years and ate at many Mexican places ONCE, before calling DonnyTs our favorite. We have been enjoying perfect food here for 6 plus years. Very little turn over in wait or kitchen staff... consistent quality food and service.",0,0,0
pVpmE6BWfK6W-1Zvat94NQ,ludX46lEfeQ8TuHsK0D9zw,dwQEZBFen2GdihLLfWeexA,5,4/2/16,"This is our go to Mexican restaurant. The staff is kind and courteous and Javier is an amazing gentleman. Always prompt , fresh and delicious. Their mango margaritas and dos Equis pair perfectly with our meals. Very family friendly and great atmosphere. Really a great place",0,0,0
M8g0a_W1AcHxrOcyXG0paw,3o2vT1qybhjpm_yChoLxlA,dwQEZBFen2GdihLLfWeexA,5,9/17/16,"We had a really good meal here, service was quick and accurate.  Food was definitely better than most Mexican places around.  Margaritas were very good.  Most of all, the place was very clean!  Would definitely go again!",1,1,1
MjkZOjE7Wi5V7SjAhgcj-Q,2rIHr_3qznLHn73YfOwkWA,dwQEZBFen2GdihLLfWeexA,5,1/28/15,"Been here a couple times and so far every time we've gone the foods been great, the service has always been friendly and the portions are amazing!",0,0,0
2pfPmMCXr3KEdHlO7k_N-g,o82jtAsa6rSgkl2jQIKfPA,dwQEZBFen2GdihLLfWeexA,5,6/4/16,Tacos al pastor--delish! Salsa and guacamole was very fresh! Refried beans were super good. Service was friendly and fast. Beer was cold and the bathroom was clean. What more can you ask for?,0,0,0
nLiRNtABmKq5-Vu2jsJQKg,TQTMic2HzXjXmeMls5l0-g,dwQEZBFen2GdihLLfWeexA,5,12/2/12,We've been going here several times a month ever since they opened. Some of the BEST Mexican food I've ever had at absolutely the LOWEST prices I have ever found for food this good. Waiters friendly and attentive. Nice decor. Nice new Bar.,0,0,0
hsKINx1dIKeFTDe-ZlCvgA,PTj29rhujYETuFlAZaDi3w,mr4FiPaXTWlJ3qGzp4-7Yg,5,10/12/13,"Love this place. I went there with me boyfriend to celebrate our anniversary and I am glad my colleagues suggested me this place. The food is really really good. They have a great cocktail list.   We shared the hot balls (delicious) and the rillettes (I loved it). Then, I had the beef tartare with the side of potatoes cooked in duck fat (awesome). To finish, I had the lemon pannacotta...this is by far one of the best dessert I've tried. I am not a dessert person and not a big fan of lemon but that dessert was just perfect!!   The service was slow so don't go there if you are in a rush! Our waiter was really nice  and even tried to speak in French as he noticed that we were speaking French.   I will definitely go back there...I am sad this place is kind of far from were I live!",1,0,1
oviMS8F4ACflGysxsXKmew,3hLMY2dBEP1kYbd_ywTsCQ,mr4FiPaXTWlJ3qGzp4-7Yg,5,2/17/13,"Had a lovely evening last night at Table 17.  Great selection of wine and the owner made an excellent suggestion of something we had never heard of before - bearing in mind both price point, meal choices and preferences (though overall it was a bit of a pricey list, only one bottle south of $50, just).    Lovely, vibrant atmosphere, the polenta was delicious as a starter (the chef tops it with a different finish every day - last night it was meatballs) - though the other ones we saw at other tables also looked sumptuous - and our meals/sides were excellent.  Also, the food prices  All in all a great evening  - could have happily ordered anything from the menu, and what we did order was delish.     Definitely will go back to work our way through the rest of the menu.",0,0,0
H_rqSpDAvTIWRG2-I6nOzw,XCDxUzBSY8-JOvcp4jqpvg,mr4FiPaXTWlJ3qGzp4-7Yg,5,3/9/15,"Ok, full disclosure:  went here as a default because Ascari Enoteca was closed down due to a busted water pipe or something.   Food was AMAZING!  We ordered a bunch of appetizers and 3 mains, as well as dessert and cocktails......thought for sure we would get something that we did not like, but alas everything was delicious.  To quote an obnoxiously catchy song from The Lego Movie, ""Everything is awesome....""",0,0,0
DMksEQKXo4s8Df59X6EvWw,uenzd7mVPIhCdphDQNRKCg,mr4FiPaXTWlJ3qGzp4-7Yg,5,3/29/15,By far my favourite restaurant in the east end. Always great food and service - and a cool and inspired cocktail list. Great for any occasion!,0,0,0
zxVqUWJbDRhjwLKTsCt5eg,MFNZ5_mQIPOsGO-PBmf26Q,mr4FiPaXTWlJ3qGzp4-7Yg,5,7/29/14,"I booked the private room for a small wedding reception recently. We had 14 guests, the room was perfect. Booking was incredibly easy and they took care of everything professionally and quickly. We were even able to come in the night before and decorate.   The dinner was amazing. We had the family style menu, which included: kale citrus salad, buffalo mozzarella, hunters mash, green beans, polenta with lamb bolognese, braised lamb shank, short ribs... There was more, but you get it. Lots of food for every one, lots to choose from, and so amazingly delicious. Everyone stopped talking at one point, they we're too busy eating.  We had a cake of our own brought in, so we got to take the dessert from the menu home. It was amazing, so decadent.  It was a fantastic dinner at the end of a fantastic day. I don't think I could have picked a better place to host my wedding meal.  My favourite was the polenta bolognese. I could eat that for days.",0,0,1
WAzEW9fg-zy_eHE3_kRKeA,A-zo2jSQDnTgIoJg0sFevg,mr4FiPaXTWlJ3qGzp4-7Yg,5,9/28/14,"I'll be frank: the only way we could afford this place was due to a gift certificate from a generous wedding guest. However, the food was right on the money. Good flavor; prompt service. If you have the money, go!",0,0,0
eAZDknO3E_za9AIGZjIDAA,FYAkhIj29gyWD_Lte1v7SQ,mr4FiPaXTWlJ3qGzp4-7Yg,5,9/30/13,"Had a very lovely meal here on Saturday. Came at 6:30 and it wasn't busy but filled up by the time we left. The crowd was definitely older, I don't think I saw anyone under 30 in there. Decor was very woodsy and rustic. But at the end of the day, it's the food that counts! We had... Hot balls: lamb risotto, mushroom and fontina risotto, and a goat cheese and honey balls. You get three little timbit sized balls for 7 bucks which I thought was very reasonable. They were so delicious, I wished we had gotten the double portion after we were finished. Polenta w/ Sausage Sugo: My affection for polenta knows no bounds so I loved every little spoonful of this. It came out on a slice of a tree trunk which allowed the polenta to slowly spread out perfectly over the dish. Polenta was creamy and had a nice umami flavour. Good liquid-to-polenta ratio made this comforting and incredibly addictive. Chef came out and laid the hot sausage meat sauce right on top of it. We loved it so much, we made it at home the next day...seriously. Steak tartare w/ frites and salad: Delish and flavourful tartare. The frites were incredible!! Get them!  Will I be back? Yes! None of the dishes even remotely disappointed me and the service was solid.",0,0,0
ny9M2uEvdrxPpIxZ0B5euw,f-dzSIu2QURZ8Y_fxo7J-Q,mr4FiPaXTWlJ3qGzp4-7Yg,5,6/15/11,"Literally my FAVORITE new restaurant in the northern hemisphere. I've all but given up on Toronto until finding this gem through a friend in New York who raved about it.  Took my vegetarian children for dinner, and we had an absolutely outstanding experience.  Everything from the friendly and funny staff, to the custom vegetarian dinner that the teens devoured, was spectacular.  The highlights: Hot balls, Brussel Sprouts, Diver scallops, Tartare, and the pasta was so light and tender with incredible delicate flavors Kudos. We'll be back soon!",0,0,0
v79TP4gkdC3ud0y9YjoFSA,wu-ijx0ZiBThoc9tRHf_Hw,mr4FiPaXTWlJ3qGzp4-7Yg,5,4/15/15,"Food: 9.5/10 Atmosphere: 8/10  Service: 9.5/10 Overall experience: 9/10  A lovely experience overall. Went and ordered: - foie gras appetizer - polenta (main #1) - pasta special  All the food was great. You could tell it had been prepared with great care and came out piping hot.  The service was also fantastic. The server was extremely helpful in selecting a wine, and providing recommendations on the menu. We didn't feel pressured at all during the meal to hurry up or order more AKA increase the bill amount.  THE BOTTOM LINE: wonderful food, and equally as wonderful service.",1,0,2
y-ARDKgXj26RjFm7AhoCdg,B0izwVcG6y-NbWvfNBVSAg,mr4FiPaXTWlJ3qGzp4-7Yg,5,1/27/15,"We went on a Travelzoo coupon and we arrived early for our 7:30 reservation. No problem, here's your table. Our server was fantastic! I can't remember his name, unfortunately. He made excellent suggestions, was very helpful, knew all the dishes, and the ingredients. We had the Beef Carpaccio and Squid Ceviche in Gozpacho to start and were blown away by both!  My wife was really looking forward to the lamb shank, which was not on that days' menu, so our server suggested the Venison loin. My wife had never had venison, so it took a little convincing, but she loved it.  It was probably the best venison I've ever tasted. I had the polenta with the wild boar sugo. very good. We also ordered the Roasted Jerusalem Artichokes, which were fantastic.  The wine was very good, and dessert was excellent, Maple Panna Cotta and Sticky Toffee Pudding.  All in all an excellent dining experience.",0,0,0
ndqc1YQPz3kTYbJIFORrdw,a39kizwaoThU6uLIv_Ke2g,mr4FiPaXTWlJ3qGzp4-7Yg,5,6/17/15,"This hidden gem is wonderfully delicious. Ordered from appetizers to entrŽ. Everything is great. Great service, great food, great environment. Can't complain about a thing here. Even their bathrooms are sparkly clean. Heard They're moving to another location soon or renovating. Better call ahead and ask. Duck confit and their pasta in beurre sauce is mind blowing. Worth a try If you're in the area. Something different for date night.",0,0,0
mP2j4QGj72q5VM-teKKcgg,dvr-iz4B9eNzDZ-uvjvHPQ,mr4FiPaXTWlJ3qGzp4-7Yg,5,5/21/14,"Love this restaurant!!! Awesome brunch, $10 for anything on the menu. My hubby doesn't get super full off of the stuff, but I'm good with the amount. Awesome decor too!!",0,0,0
vv4S6OxIfBGbLTu_qxjMVA,ncULBoGp-kRF3zExhbdDfw,mr4FiPaXTWlJ3qGzp4-7Yg,5,1/15/14,"We had a great time. Dinner for 4 - with a healthy amount of food (or unhealthy - depends on how you look at it).  The polenta had their ""reindeer sauce"" which consisted of venison, spices, and berries. Delicious.   Oysters were tasty, and the braised pork was unbelievably good. No idea what they used for aromatics - but there was a hint of fennel that was incredible.   $400 for 4 people and drinks. Not a value dinner, but enjoyable, and guarantees my return.   Oh. Peanut Butter Panna Cotta. Order it and thank me later. Servers were hilarious, attentive, and accommodating. I just can't see anything wrong with this place.",0,0,0
0IeuJHDMwJxHPMMs-Bt0BA,LRKmxCcf6ZkxyujPdmp5zQ,mr4FiPaXTWlJ3qGzp4-7Yg,5,12/28/14,"I left Table 17 as pleased as could be last weekend- indulging in the very reasonably priced Sunday night table d'h™te we enjoyed the scallops, salted cod, polenta, boar sausage, panna cotta and gingerbread cookies with eggnog (!) We were particularly wowed by the boar but the entire meal was fabulous.  As a big bonus the place is BYOB with no corkage fees for one or two bottles.  A couple other reviewers noted a lack of attentiveness on the part of the servers- I would contend that our experience was the complete opposite of this. The server was charming, present and exceedingly helpful. Maybe this can be racked up to visiting on an early December Sunday evening? In any case, it was exactly what I was hoping for and more.",0,0,0
enYFb4pnwyarggyWSbCAVA,asPq38KJqzxeLotQCdxQgg,mr4FiPaXTWlJ3qGzp4-7Yg,5,6/6/09,"What an experience: from the shabby-chic decor, to the wonderful service, Table 17 was an all-around treat.   First off the ""hot balls"" ( I know, I know), were phenomenal: arancini stuffed with risotto, another with goat cheese, and finally the crab. Each came with their own dipping sauce: amaaazing.  For dinner, the lamb tenderloin with a parsnip puree was cooked to perfection, a friend ordered the steak frites (delish), the beef tartare was tender and spicy and you can't really go wrong with an arugula salad, which was fresh and tasty. The presentation of the halibut wrapped in ramps (mild leek), was a show-stopper (as was the pomegranate mojito).   Great place for a date, for a nice celebration, or just a nice culinary experience.",1,2,1
CWOGe1a0q-FR_ofzEt-MEQ,RYP7YVMcYPfO78H1OTzt7A,mr4FiPaXTWlJ3qGzp4-7Yg,5,2/23/13,"We really enjoyed this place.  Food and service was excellent.  Table 17 has different and unique things to try! I highly recommend the goat cheese balls, they were fantastic!!",0,0,0
bqJP8gO-f2OadqqdXFdhPw,nZiF42dKhSImm-1oOXxLVA,mr4FiPaXTWlJ3qGzp4-7Yg,5,7/7/09,"Great decor, great food, great drinks. Food was really good, not a huge selection on the menu, but it was also a set menu for the night, so can't comment on the normal menu. Food was very tasty, and there was a very different selection of draft beer, all ones I hadn't heard of, but the one I tried was very good. Will definitly be going back!",1,0,1
3ljuhghMnJDB_ZuGiVtRvQ,3MbAc0Q7WEIGBIihksNTJA,mr4FiPaXTWlJ3qGzp4-7Yg,5,8/24/14,"I am reluctant to write a review for Table 17 only because I want it to be Leslieville's best kept secret! I went for brunch with my husband and a friend. For Saturday brunch at prime brunching hour, we were quickly seated. The place wasn't full like all the surrounding places so not only were we served quickly, but we were also not rushed out the door. It made a great easy Saturday morning.   Serving staff were friendly and helpful. We loved that their bread comes from Bonjour Brioche, the best bakery east of the Don! My tart was so flaky and warm. Great sweet and savoury flavours in an appropriate portion for brunch. Everyone's plates were well-presented.   The decor had rustic charm and we didn't feel crammed in like many small brunch spots.   Our coffees and water were constantly refilled and I spent an easy afternoon sitting and catching up with friends. What more can you ask for to make an enjoyable and easy-going Saturday brunch?   I would definitely return to Table 17.",0,0,0
