user,tweet,date,state,takeFlushot,negativeFlushot
348161695,i gotta go get a flu shot nowadays i feel like I'm probably gonna get the flu after it,20141230,Tennessee,0,1
32733919,rt intermarriage fuck needles fuck flu shot fuck my life,20140113,California,0,1
2288397061,according to time hop it's been 5 years since i had the swine flu it's also been 5 years since i had flu shot coincidence dunderhead,20141017,maryland,0,1
373588659,i got the flu shot Monday and now i feel sick I'm coming tomorrow but I'll keep my distance from everyone interconnectedness,20141114,Texas,0,1
328831720,got a flu shot 2 hours ago my arm is now throbbing 😒 flu shot painfulness,20140909,ohio,0,1
38882175,i do not tryst the gov when it comes to flu shot anyways never took a flu shot or any of that stuff,20141005,california,0,1
54301108,rt frontiersman flu shot fail why does not the flu shot always work magnetohydrodynamical via newsboys,20140209,California,0,1
53488804,remind me to never get the flu shot again sh,20140226,Florida,0,1
158498753,at the pediatrician getting a flu shot alone and i do thickk I've ever been more scared,20140118,,0,1
192997950,my arm is still swollen and hurts from the flu shot that i got on Tuesday,20140110,Mississippi,0,1
1446591786,MD reveals facts amp details found in the package insert for flu flu shot and why he would avoid the shot you counterrevolutionary,20140126,Michigan,0,1
164475009,makes sense that Friday's flu shot would make me feel awful amp fatigued all weekend amp now i feel totally rested amp not tired at all lame,20140113,Texas,0,1
806339586,pa woman paralyzed after flu shot gets $116 million settlement from federal flu shot injury compensation fund spectrographically,20140610,Pennsylvania,0,1
24784062,the flu shot isn’t a good match this year is it ever microhydrodynamics,20141216,California,0,1
492528152,my mom just gave me my flu shot and i fainted so ya thanks mom,20141102,new york,0,1
80864598,“@juliewbee: Nannie and get a flu shot” against me thanks I'm not the vaccination type,20140109,Michigan,0,1
135019810,i knew I'd regret this silly flu shot i can rest my arm now from the shot 3 days ago 😒,20141015,,0,1
855630716,this flu shot in the way my arm die as fuck,20141209,Pennsylvania,0,1
151923344,rt healthfulness here are the only flu shot endorsed by the health ranger shot glasses of elderberry syrup no needles required … htt…,20141122,Texas,0,1
272983989,i never give my son the flu shot i think Liz has had a flu shot once in her lifetime before realizing they conceptualization's,20141105,Arizona,0,1
339736213,vie been contemplating the flu shot hover reading bat the after effects HS been the deterrent my decision millidegree hope not,20140124,,0,1
398893752,anxiousness I've never had the flu shot and never had the flu drives Brett crazy but i decline it every year,20140921,California,0,1
271659898,pregnant women and children are being used as guinea pigs please reconsider flu shot while pregnant compartmentalization,20140930,new jersey,0,1
408557755,i heard you get Ebola from the flu shot,20141016,Ohio,0,1
16833121,why does the flu shot painless going in but feels like someone socked it to me in my arm chihuahua wt 💉💉💉💉,20140927,New York,0,1
179111246,oops that's why i do not bother with the flu shot wash your hands wash your hands wash your hands magnetohydrodynamical,20141204,washington,0,1
28729747,Tennessee e CDC says flu shot may not be good match for 2014-15 virus electrocardiographs characteristically,20141204,Tennessee,0,1
235396056,getting the flu shot give me anxiety,20140912,Massachusetts,0,1
374835128,man I'm generally good with shot this flu flu shot has my arm super super sore lo 😥😟😩,20141120,,0,1
15345593,new York city to force all children to be injected with mercury in the form of flu shot magnetohydrodynamics,20140103,Michigan,0,1
2261066915,ultrasonics that's sucks that's one of the reasons i do not do flu shot,20141023,Illinois,0,1
210312739,as a child i never needed a flu shot and i am still here wake up people use your immune system believe me compartmentalization,20141021,California,0,1
36434173,final night was a terrible sleep i kept waking up had clear dreams sweating it was a total bummer I'm blaming my flu shot,20141001,Ohio,0,1
399738322,got my first flu shot ever nowadays and whether i get sick from it I'll be very angry 😑,20141011,Ohio,0,1
289175147,whether i hear you should get a flu shot one more time i might throw someone through a wall,20141106,Pennsylvania,0,1
14403188,this flu shot hurts so poor om 😭,20140115,California,0,1
9249062,surfactant the flu virus has mutated and has made flu shot less effective good going society,20141206,Pennsylvania,0,1
582333809,flu shot yesterday e useless left arm nowadays,20141107,Pennsylvania,0,1
238196775,my arm still hurts from my flu shot 😭😩,20141030,Indiana,0,1
36809384,filament Sandie CDC advises flu shot may ineffective against common strains e compartmentalization intercommunication,20141205,California,0,1
19764245,flu shot in left arm tap shot in right arm …both arms are sore now ugh,20141004,California,0,1
593549553,flu shot are the biggest lie by our government in the contemporary era i will avoid one i have faith in my immune system pericardium,20140926,Pennsylvania,0,1
2819946465,Urbanus i got a flu shot and still ended up with the flu,20140318,Ohio,0,1
20381674,ugh got my flu shot nowadays an my arm hurts so poor it's odd funny,20140116,california,0,1
332619657,rt yardmaster whelp “@cpe24: 😭😭😭 rt healthfulness breaking current flu shot may not be right match for virus this season cdc”,20141204,Minnesota,0,1
15001630,this flu shot got my arm hurting,20140919,Texas,0,1
387736457,got my flu shot feels like someone smacked me in the arm,20140117,California,0,1
339460446,flu shot worthless the pain,20141008,new york,0,1
14846439,rt delicatenesses i will never get a flu shot,20140929,Puerto Rico,0,1
52442186,never getting the flu mist or shot ever again fuck that,20141021,North Carolina,0,1
601479840,this flu shot really getting me sick,20141103,connecticut,0,1
465205049,I'll never take a flu shot,20140109,Michigan,0,1
21544916,my arm is too sore flu shot💉,20141008,,0,1
146225678,flu shot kicking my ass,20141003,Idaho,0,1
371767500,atherosclerosis i think every time I've gotten the flu shot I've still gotten the flu,20141130,Oklahoma,0,1
43623517,thanks rd Louis cad for this valuable information think twice before having a flu shot departmentalization,20141012,Minnesota,0,1
44109452,report girl falls asleep up to 30 times a day after getting flu shot,20140107,,0,1
44541199,sallow silly flu shot supposed to help not make it worse,20141114,Texas,0,1
72049677,flu shot hurt😕,20140217,West Virginia,0,1
15010122,annual flu shot Lolly,20140105,indiana,0,1
25652802,of course i get the flu after i get the flu shot😔 immutableness,20141208,pennsylvania,0,1
48167044,took the flu shot nowadays and now I'm dealing with one of the symptoms from it ugh,20141030,south carolina,0,1
320810188,gone girl was better than i thought it would be would've been better whether my arm did painless from the flu shot gone girl,20141018,Illinois,0,1
574089330,do hate the flu shot signs in the building avoidting a flu shot nope flu,20140829,Texas,0,1
348174023,my flu shot hurts worse than my TB test 😭,20140826,,0,1
318412464,hells sore from my flu shot,20141220,washington,0,1
225594384,5 reasons why i’ll never get a flu shot magnetohydrodynamics,20140530,Arizona,0,1
21429882,never getting a flu shot again BC so sick,20141129,ohio,0,1
2291678489,finally got flu shot on sun but so tired and achy all day not doing this again well perhaps not until next year,20140114,Pennsylvania,0,1
18563110,i got a flu shot final month and this month i got the flu itsthemostwonderfultimeoftheyear,20141211,Texas,0,1
1618599740,misclassifying i do not do flu shot perhaps when I'm 80 we'll see,20140904,california,0,1
111092828,after getting flu shot e-//////// spectrophotometric,20141125,California,0,1
526589600,this flu shot Bryna take me under vie had chills for 3 days,20141013,Maryland,0,1
188731292,mandatory flu shot but but but i do reject it,20141002,Maryland,0,1
272134436,whether you get vaccinated with things such as a flu shot well you're fucking up big time,20140109,Colorado,0,1
22340388,i had 3 fucking flu shot this year other then conspiracy theories how am i getting sick p,20140110,Pennsylvania,0,1
447583901,I'm approximately to get a flu shot i just might cry,20141231,tennessee,0,1
358617886,many younger us adults skipping flu shot report Reuters e just over a third of us adults ages 18 to 6 compartmentalization,20140114,Arizona,0,1
2243318970,Odelinda never had the flu shot never had the flu just take cit c wash your hands amp do avoid shut to people you do not know no shot,20140114,Texas,0,1
378839169,i hate the fact that I'm sick with the flu even though i got the flu shot,20141119,Delaware,0,1
53223349,flu shot seamed less effective this year because they used the wrong strain glad i did save my money on that shit,20141204,Michigan,0,1
24560143,apothecary the flu shot really screwed with me too,20141207,Missouri,0,1
317395060,i absolutely do not believe in the flu shot,20141013,Tennessee,0,1
415180273,i have to get a flu shot this year tit,20141021,washington,0,1
505070325,flu shot,20141220,north carolina,0,1
925538065,flu shot are the enemy,20141212,,0,1
61175808,tip never skip a flu shot in college i think I'm dying,20141116,California,1,1
21115297,I'll never avoid a flu shot again someone help me 😢😷,20140107,Maryland,1,1
102747277,mummy my whole arm hurts from my flu shot,20141003,North Carolina,0,1
172052000,“@thefiretracker2: rho Roth healthfulness breaking current flu shot may not be right match for virus this season cdc”@ncdmph,20141204,washington,0,1
474373506,CDC says flu shot may not be good match for 2014-15 virus electromagnetically via honeydews,20141204,Florida,0,1
22211967,flu shot got my arm numb,20141013,Louisiana,0,1
18216165,flu shot make me sad i feel gross for approximately 3 days flu shot o,20141011,,0,1
172644573,for the 11th year the flu shot did ineffective for me fl always sick,20140212,Illinois,0,1
142782477,flu shot are a lie,20140103,Pennsylvania,0,1
637165417,when a flu shot does not stop the flu Morton sick -- you got a flu shot but still came down with a case of the ultracentrifugation,20140124,Illinois,0,1
71078397,nonprofit as flu season becomes widespread adults 18-64 years old least likely to get flu shot compartmentalization,20140114,,0,1
14843424,why do flu shot hurt like a bitch,20141021,New Jersey,0,1
99626709,forecourt I'm gonna be an terrible nurse one day lo but you could get the shot and still get flu so it's pointless in my opinion,20141231,Illinois,0,1
348196706,maternity i get sick every time i get the flu shot so i stopped getting it,20141008,Massachusetts,0,1
6114272,i seriously cringe when i hear people interested in flu shot ugh 😕😒😣💉,20141029,California,0,1
794340,flu shot causes polio-like Anguilla-barré syndrome are rates higher than the government antidisestablishmentarianism via healthfulness,20140401,Florida,0,1
158114250,i once hid from my dad for two hours to avoid getting a flu shot but yeah I'll just get blood drawn no problem,20140221,Kansas,0,1
35725810,Michaelangelo i agree with Michael no flu shot for me,20141024,Illinois,0,1
58937794,here’s why you may reject to celebrate “flu season” with a flu shot e underspecification,20141105,South Carolina,0,1
134574036,i got a flu shot my arm still sore,20140921,Missouri,0,1
56284999,just got my flu shot 😩 it hurts,20141030,Illinois,0,1
994274766,that flu shot i got a few weeks ago went to shit mi sicker than a dog,20140110,West Virginia,0,1
112524101,also can less either arm after getting a flu shot in one and 6 vials of blood taken from the other,20140107,north carolina,0,1
44970920,amputating my left arm seems like a walk in the park after the ridiculous amount of pain the flu amp pneumonia shot has brought Charlie,20140116,Minnesota,0,1
87973289,Meridel I've never had a flu shot hippie parents still never had the flu lo,20140103,tennessee,0,1
104955681,Ackerman what does Ebola have to do with the flu also i do avoid flu shot i also have not had the flu in many many years thank god,20141001,Illinois,0,1
2222849665,these folks gave me a flu shot amp my arm still hurt 😁,20140918,,0,1
312810276,Richmond never had a flu shot never had the flu either,20141022,California,0,1
223593758,so i got a flu shot on one arm and a cancer shot thing on my other arm so now i can rest any of my arms and i can not sleep on my sides ow,20141012,,0,1
14141802,i do not believe in the flu shot i believe in juicing,20140922,California,0,1
15052930,rt extraterritorial like tell me how in the hell I'm gonna get a flu shot and still get the flu,20141228,Louisiana,0,1
423902360,“@johnnybalok: i hate flu shot more than getting the actual flu” same,20140112,,0,1
281173180,swear to god that flu shot did something to my arm,20141114,new jersey,0,1
538418479,i will not be getting that flu shot so yea malformed,20140204,California,0,1
15098000,should not have never got this flu shot it's hurting,20140110,Tennessee,0,1
7482442,Nicolea i never take a flu shot I'm always wary of I'm giving it to you so you will avoid it worse later,20141006,Florida,0,1
46949750,never will i ever get a flu shot again pain AF for no reason and i still got the flu,20140220,Ohio,0,1
14327715,the flu shot is no joke like i feel pain RN,20141014,,0,1
242462581,rt tribulation agenda 21 e a 9 year old girl is paralyzed 3 days after getting the flu shot Nov 02 2014) spectrophotometric,20141103,Wisconsin,0,1
255255219,smithereens never had a flu shot never will,20141215,Florida,0,1
17144183,got a flu shot nowadays and seriously wondering why my arm hurts so badly,20141012,,0,1
562315496,they are once again tough-core marketing flu shot it's clockwork now the swine flu is the big scare i am anti-flu shot amp pro-colostrum,20140106,Georgia,0,1
2375973330,i have not had any type of flu shot or flu shot in years i do suspect em,20140725,Michigan,0,1
55944824,my flu shot hells hurts 😭😭,20141118,California,0,1
426177776,flu shot paralyzes healthy Florida girl electrocardiographs,20141112,louisiana,0,1
14089871,Lehigh county woman paralyzed after flu shot wins $116 million for treatment magnetohydrodynamics underspecification,20140612,Nevada,0,1
209665814,Newsweek what do you have any idea what is in a flu shot i would much rather get the flu then put all of that poison in my blood,20140107,Missouri,0,1
27721651,I've never had a flu shot I've never had the flu fuck flu shot,20140110,Missouri,0,1
19617087,flu shot are the worst 😥,20141113,New York,0,1
28333369,my dad keeps testing me and asking whether i got a flu shot lo nope,20141103,Arizona,0,1
993190328,flu shot Friday -ouch,20141010,ohio,0,1
561488439,I'm surprised i still have not had the flu shot yet all these die from it,20140117,california,0,1
291788425,the only person who got a flu shot got the flu 😒,20141201,texas,0,1
18269124,glad my flu shot was free this year cause that mph am spend me from shit departmentalization,20141227,Indiana,0,1
242528191,you will avoid a flu shot so your daughter will avoid sick BC you're scared of needles pathetically stratification,20141015,iowa,1,1
402162210,flu shot got my arm hurting,20141020,New York,0,1
21369229,it disappoints me how much flu shot make your arm hurt temporarily,20141018,Michigan,0,1
385769402,1 i got my flu shot why do i feel so sick it's unfair 2 the clothes brand Anica is the worst clothing title ever,20141007,california,0,1
46052725,i feel like my whole arm is bruised i hate flu shot,20141017,Kansas,0,1
373773229,i hate getting the flu shot,20140924,Colorado,0,1
79902364,got my flu shot but here i am sick besides this was not the plan 😑,20140117,Maryland,0,1
963030919,the flu shot isn’t a good match this year is it ever spectrophotometric,20141216,California,0,1
195322883,Andrea refuses to get a flu shot because she wants to fight her own battles 😂,20140930,Illinois,0,1
26053592,do people really believe flu shot really work,20141108,Ohio,0,1
7753992,magnetohydrodynamics flu shot kills people,20140112,Texas,0,1
405964012,my arm is sore from this flu shot😔,20140212,california,0,1
594981819,or most of the others flexibility yikes that flu shot you got CDC says it doesn’t work for this year’s flu updates http://tco/wjk3zkpzuk”,20141204,Florida,0,1
919169508,flu shot have been proven to be less effective and more dangerous than CDC claims according to john Hopkins scientists,20141107,New York,0,1
618709956,i do forget the flu shot hurting this poor wow😵,20141015,New York,0,1
204138549,i do suspect the flu shot it's all Illuminati e James,20141122,New Jersey,0,1
228954168,so glad i got that flu shot now i have the flu,20141019,Wisconsin,0,1
63187186,ecumenicist on the other hand whether deckhand got a flu shot he'd immediately be infected with Ebola,20141014,Texas,0,1
26679523,i just want to die 😩😷 now i have to get a flu shot too when will the agony end 😭,20141030,pennsylvania,0,1
45916336,10 reasons why flu shot are more dangerous than a flu the verdict is out on flu shot many medical experts now spectrophotometric,20141004,,,1
20458496,u know a flu shot is poor 4 u when the developers refuse to get it themselves do avoid the silly flu shot,20140118,Missouri,0,1
30363448,CDC begging Americans to get their flu shot nope I'll take my chances without it,20140222,California,0,1
451771879,got the flu shot nowadays- my arm and neck are killing me and i feel terrible😷💉,20141014,Massachusetts,0,1
68057633,clairvoyance lo i never get the flu shot the 2 times i got it i ended up with the flu so i do avoid it,20141002,nebraska,0,1
111123468,my arm still hurts silly flu shot why do i keep getting them,20141015,Indiana,0,1
365488882,they insist i go get my flu shot no i refuse me no like shot,20140107,Mississippi,0,1
998293986,man I'm glad my flu symptoms are gone brush and i did avoid no shot i do reject that shit,20140129,Mississippi,0,1
222163942,i feel so sick from the flu shot😥,20140213,new york,0,1
2273548158,i am not trying to get this flu shot i am not trying to turn into a zombie,20140104,Tennessee,0,1
41296892,😒😒😒 rt Chicagoan nearly half of Americans think the flu shot can make you sick individualistically electrocardiographs,20141209,Illinois,0,1
16976555,stomach is a mess arm hurts from flu shot forgot my water and my biodegradable but no excuses did a Min Liss workout instead,20141007,Illinois,0,1
350184130,only i would have an allergic reaction to a flu shot and become deathly buckskin sick sh,20141120,New York,0,1
532624814,got the flu shot and i still got the flu body aches are just the worst chills aches coughing,20140220,Illinois,0,1
159365462,very important the concentration of mercury found in this gs flu shot was 100 times higher than the highest conceptualization's,20141227,California,0,1
313965687,is it too late to get a flu shot,20140119,Indiana,1,0
175235937,getting my flu shot💉,20141013,,1,0
269120067,i really am hoping i outlive this flu shot and TB test tomorrow,20141121,Virginia,0,0
159535271,flu shot cupcake electrocardiographs,20141107,Kentucky,0,0
2306978820,going to get my flu shot pray for me :),20141118,Illinois,0,0
196717404,rt fatherliness a flu shot of course,20140406,Colorado,0,0
2732751,rt Spartan get your flu shot e loin amp it's neighborhood clinics-no doctor appointment needed lasagne's Hung cases on the rise http:/…,20140125,Michigan,0,0
240083177,omnipresent better be flu shot niggard or catch this fade send me tea and film suggestions please,20141128,Illinois,0,0
104323232,Anatolian i should have gotten the flu shot when mama told me to she knows everything ----gt,20141018,Connecticut,1,0
250693631,protect from the seasonal flu and give back with Walgreen give a shot program electromyographically via Margie,20140904,Virginia,1,0
335065470,tuber delivers flu shot how on-demand tech can actually do good electroencephalographic,20141101,New York,1,0
84433421,unsightlinesses sweetness i remember reading that perhaps i am actually fighting off a bug swell work flu shot work,20140220,california,1,0
20295867,your either there for a flu shot or just for the attention niggard chill,20141125,New York,0,0
51175536,rt Carlyle tubercle why bother having special services whether they are never available no flu shot no essentials,20141207,Illinois,0,0
284180909,boo hiss for the flu e particularly when i had the flu shot ugh,20141216,Kentucky,0,0
213851290,good time to remind everyone to get a flu shot best way not to feel achy feverish,20141024,New York,1,0
24812653,got my flu shot flu shot work,20141015,,1,0
2344483472,just got the young flu shot people be outreach coughing sounding like dogs i could come,20140105,Illinois,1,0
2195454427,you are young outvincible get your flu shot spa,20141214,Georgia,1,0
332094403,i got my flu shot nowadays give me two weeks and I'll be virtually invincible unless you have Ebola then we're all screwed,20141023,Tennessee,1,0
95017864,I'm getting my annual flu shot have i ever expressed how much i hate shot health care flu shot NYC nondeterministically,20141007,new york,1,0
758788807,flu shot success thanks packager amp Buber and just happened to be wearing the perfect forepeople shirt for it magnetohydrodynamics,20141023,New York,1,0
354017586,flu survivor Lesley binning said thanks to KP for saving her life final winter her lesson get a flu shot intercommunication,20140930,California,1,0
462640892,Jackson is freaking out crying because Harrison told him they'd have to give him a flu shot in his butt gap,20140108,texas,0,0
366636865,free flu shot clinic planned in quay county spectrographically,20141007,New Mexico,1,0
14775626,Madison's crying because we're leaving so Chris goes do you know where we're going we're all going to get flu shot,20140730,Iowa,0,0
15864446,“@ebonymhuffman: remorsefulness who has an pentagram I'm main clears throat*”--- you took your flu shot this year right,20140315,maryland,1,0
35584931,we've given 80 flu shot nowadays what are you waiting for want us to come to your office just give us a call compartmentalization,20140917,Ohio,1,0
88602398,yep I'll have the flu in a few days hydrogenate's nondeterministically,20140929,,0,0
211887393,rt phoenix swine flu cases on the rise AZ health officials recommend getting flu shot now spectrophotometric Fox Hung http…,20140103,Arizona,1,0
508953187,rt controversialists the one downfall approximately my mom being a nurse is when she says she's coming domestic with a surprise it's the flu shot😩,20140926,Ohio,0,0
18284248,sunflower yourselves Ty we got our shot so far so good there have been some people here get the flu when they had there shot,20140109,texas,1,0
14611587,i could be wrong but-people get flu shot that causes just a small bout of flu 2 a flu epidemic starts people get better repeat cycle,20141007,,0,0
26227331,my Dr's apt is at the same time that the school district gets their flu shot,20141009,California,0,0
36508315,nurse who refused flu shot wins lawsuit against Charlottetown regional medical center ultracentrifugation via highfalutin,20140609,Pennsylvania,0,0
147344047,free flu shot for entertainment industry members tagging transmogrification,20141114,California,1,0
25357270,Annecorinne good i get heartburn a lot from all the spicy crap i eat lo I've been sick the final few days from the damn flu shot it suck,20140927,Minnesota,0,0
165880894,Shelton mechanistically wait are you glad you did avoid the flu shot sorry to but in,20140124,North Carolina,0,0
297594484,ad Hung flu is particularly harsh for pregnant women the flu shot safely protects these women from flu getaway compartmentalization,20140213,Michigan,1,0
211200869,rt latchkey flu shot given at lanai senior center next Wednesday 9/24 at 10s call us we make domestic visits 808-565-6919 x 121 http://tco…,20140918,Hawaii,1,0
20906797,acquisitive just got a flu shot but i feel like they gave me Ebola constitutionality's,20141006,Florida,0,0
543812075,well got an impromptu flu shot guess it paid off to be chatting with the nurse after school lo,20141024,Indiana,1,0
14750451,making small talk with the person giving you a flu shot gt,20141128,Wisconsin,0,0
20264383,rt misdid the number one viral killer in Mississippi and the us is not Ebola or retrovirus or west line it's flu flu shot http://tco…,20140924,Mississippi,1,0
349969861,ergonomically Gordon Georgeanna e i got my flu shot and voted quarrellings,20141104,Texas,1,0
245605868,bandied on each arm flu shot and tap for baby Woodward imaginable hotshots electroencephalographic bands magnetohydrodynamical,20141001,Texas,0,0
351346221,rt doohickey Denver understudies students have you gotten your flu shot stop by the discolor bridge nowadays get it for free http://t…,20141008,Colorado,1,0
85354379,“@wtvm: number of flu die in Georgia doubles in one week http://tco/j4fk4sew9o” and this is why everyone should get a flu shot,20140111,Georgia,1,0
40782375,my kind of flu shot 😉 flu flu shot liquor rum vodka Titos absolute gin captaincy bacardi… magnetohydrodynamics,20141024,Louisiana,0,0
14589088,ugh just getting over my crap and now the mother and the middle brother have it next year we're all getting flu shot,20140108,South Dakota,1,0
14191979,cu faculty staff amp students e you can get a free flu shot on 1990s 1990s 1st 1990s spectrophotometric please rt getaway,20141003,North Carolina,1,0
255245279,Maryellen aha your right have to see whether Annemarie gets sick or whether her flu shot was for the strain i have hope so Cuzco I'm depressing,20140101,Ohio,0,0
415563984,rt McDonnell currently reading could you be fired for refusing flu shot prestidigitatorial,20141015,District of Columbia,0,0
269159136,rt nowadays'll free flu shot offered Tuesday prestidigitatorial,20141216,Illinois,1,0
380454657,currently 19 and wishing my mom was at the doctors office with me holding my hand while i get my flu shot,20141119,Massachusetts,0,0
54202455,rt motherhood editorial getting a flu shot makes the hilltop healthier as a whole p compartmentalization,20141011,Texas,1,0
41047638,why did not you get a flu shot because man it's the gov injecting us with stuff to control our minds MFA fagot,20140318,Ohio,0,0
32980865,Kimbell in honor i got my flu shot at public no fun without you but not the worst part of my day,20141015,Alabama,0,0
378350595,I've alway had a thing approximately needles why did not i know approximately flu shot as a nasal spray before now that was amazing happy dance,20140929,,0,0
474147581,is not the point of a flu shot to ensure you do avoid the flu or did i miss that little tidbit of information,20141209,,0,0
708297793,flu shot 💉,20141006,Georgia,1,0
532298350,waiting here at cs to get my flu shot,20140912,massachusetts,1,0
31465348,rt superheroes your flu shot might ineffective -- but you should get one besides e transmogrification via extraterritoriality,20141205,Kentucky,1,0
1360825291,Tuesdays that's no good :( did you get a flu shot and still catch it this early onset of winter is going to spread it around get well,20141120,Michigan,0,0
25968397,rt bookmaking thought for a Friday afternoon get a flu shot on your way domestic from work nowadays perspective,20141017,Massachusetts,1,0
17901961,“@shawnhindriix: Kendrick Lamar make music for niggards that get flu shot” dam,20141111,South Carolina,0,0
176983204,thanks to sawbones i got my first ever flu shot yesterday you guys are convincing,20141118,North Dakota,1,0
25776422,got thy free flu shot thank you temple,20141009,Pennsylvania,1,0
189193922,rt anecdote free wellness screenings and flu shot at the buffalo auto show dates and times at interchangeableness,20140206,New York,0,0
67088479,patiently waiting to get the flu shot,20141104,Florida,1,0
35179764,my mom tricked me into getting a flu shot by telling me that she was taking me to get food😑,20141029,,0,0
292444410,my mom just promised me a Victoria secret bathing suit whether i got the flu shot hate needles kinesthetically 😏👙👌,20140115,Michigan,1,0
26757944,flu shot tomorrow 😅 bitter sweet cos it helps but i do reject a shot,20141125,utah,0,0
87141470,tuber tests bringing flu shot to your door ride-service pap tuber isn't content sticking to the world of tax magnetohydrodynamical,20141023,,0,0
50380592,flu shot has me like 😴😴😴,20141029,Kentucky,0,0
14502340,Mandelbrot and do againstget your flu shot this year,20141005,Florida,1,0
15150378,there's is mutated strain of the flu floating around that's immune to flu shot 😩,20141221,California,0,0
53153219,panel flu spray better than shot for kids when it comes to flu flu shot a federal panel says a squirt in the electrocardiographs,20140625,Arizona,0,0
9265982,whether i never hear the words flu shot it'll be to soon for me pharmacy life pharmacopoeias pharmaceutical,20140116,alabama,0,0
14316190,rt sexologist uninterruptedness sexology that's one of the best things approximately divorces…it's like a flu shot but for criticism lo,20140721,California,0,0
35043948,get your flu shot join tom O'Connor-ntep and me in getting your flu shot we did at Dahl w Sarah reflect radiopasteurization,20140118,Iowa,1,0
263491439,the flu is poor this year and hitting young adults tough many are ending up in ICU so important to get your flu shot 💉,20140104,Michigan,1,0
345160703,I'll get piercings tattoos but when it comes to having to get a flu shot I'm such a baby 😩🙅,20140115,Missouri,0,0
15749128,52000 people die of flu related symptoms final year get a flu shot -Shep smith radiopasteurization,20141015,Maryland,1,0
15169671,Fredrika interplanetary rarity flu shot of a beautiful man :),20140503,north carolina,0,0
221829300,i am not a fan of flu shot but whether you really think you must get it mercury-free flu shot options electromyographically,20141022,New York,0,0
302617825,the flu flu shot shot form will be sent domestic with students Tuesday-21st they must be returned by Thursday-23rd,20141020,missouri,0,0
118547689,Lagrangian agrochemicals both my kids got the flu mist final week so much easier than shot,20140917,new york,0,0
